v8-version,7,8,279,23,-node.34,0
code-creation,Eval,12,347131,0x38078f72946e,6, /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/generators.js:1:1,0x38078f7293a0,~
code-creation,Eval,12,347151,0x38078f72962e,20, /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/generators.js:1:1,0x38078f7293d8,~
code-creation,LazyCompile,12,347236,0x38078f729e6e,326,module.exports /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/generators.js:2:26,0x38078f7294a0,~
code-creation,Eval,12,347494,0x38078f72a8a6,6, /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/nodeify.js:1:1,0x38078f72a7d8,~
code-creation,Eval,12,347514,0x38078f72a9ce,20, /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/nodeify.js:1:1,0x38078f72a810,~
code-creation,LazyCompile,12,347567,0x38078f72ad86,96,module.exports /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/nodeify.js:2:26,0x38078f72a8d8,~
tick,0xfa2a35,347891,1,0x9f8050,2,0xbe4cc0,0x8b264d509d0,0x8b264d4fe95,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3954e45f8910,0x3954e45f4940,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3954e45e58cf,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4fa6eb,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4f7c3a,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4f5c0b,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4efd9e,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4eb99e,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03df17,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03c503,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03b0e3,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x8b264d513a5,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d45cad,0x7e5063df644
code-creation,Eval,12,348106,0x38078f7377ae,6, /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/promisify.js:1:1,0x38078f7376e0,~
code-creation,Eval,12,348128,0x38078f7379b6,20, /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/promisify.js:1:1,0x38078f737718,~
code-creation,LazyCompile,12,348237,0x38078f7383fe,290,module.exports /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/promisify.js:2:26,0x38078f7377e0,~
code-creation,Eval,12,348576,0x38078f738bfe,6, /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/props.js:1:1,0x38078f738b30,~
code-creation,Eval,12,348597,0x38078f738d5e,20, /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/props.js:1:1,0x38078f738b68,~
code-creation,LazyCompile,12,348684,0x38078f7393ae,217,module.exports /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/props.js:2:26,0x38078f738c30,~
code-creation,LazyCompile,12,348709,0x38078f739626,23, /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/props.js:10:29,0x38078f739040,~
tick,0xbc02af,348955,1,0x9f8050,2,0xbe4cc0,0x8b264d509d0,0x8b264d4fe95,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3954e45f8964,0x3954e45f4940,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3954e45e58cf,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4fa6eb,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4f7c3a,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4f5c0b,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4efd9e,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4eb99e,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03df17,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03c503,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03b0e3,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x8b264d513a5,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d45cad,0x7e5063df644
code-creation,Eval,12,349007,0x38078f739c5e,6, /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/race.js:1:1,0x38078f739b90,~
code-creation,Eval,12,349027,0x38078f739dae,20, /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/race.js:1:1,0x38078f739bc8,~
code-creation,LazyCompile,12,349093,0x38078f73a116,82,module.exports /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/race.js:2:26,0x38078f739c90,~
code-creation,Eval,12,349375,0x38078f73a6be,6, /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/reduce.js:1:1,0x38078f73a5f0,~
code-creation,Eval,12,349394,0x38078f73a836,20, /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/reduce.js:1:1,0x38078f73a628,~
code-creation,LazyCompile,12,349476,0x38078f73b07e,288,module.exports /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/reduce.js:2:26,0x38078f73a6f0,~
code-creation,Eval,12,349770,0x38078f73b97e,6, /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/settle.js:1:1,0x38078f73b8b0,~
code-creation,Eval,12,349790,0x38078f73bab6,20, /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/settle.js:1:1,0x38078f73b8e8,~
code-creation,LazyCompile,12,349859,0x38078f73bef6,148,module.exports /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/settle.js:3:13,0x38078f73b9b0,~
tick,0xf106a1,350016,0,0x0,0,0x1377737,0x8b264d49205,0x8b264d51fbc,0x8b264d51de9,0x3954e45f89f2,0x3954e45f4940,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3954e45e58cf,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4fa6eb,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4f7c3a,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4f5c0b,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4efd9e,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4eb99e,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03df17,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03c503,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03b0e3,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x8b264d513a5,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d45cad,0x7e5063df644
code-creation,Eval,12,350200,0x38078f73c566,6, /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/some.js:1:1,0x38078f73c498,~
code-creation,Eval,12,350221,0x38078f73c6fe,20, /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/some.js:1:1,0x38078f73c4d0,~
code-creation,LazyCompile,12,350361,0x38078f73d1ee,441,module.exports /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/some.js:3:9,0x38078f73c598,~
code-creation,Eval,12,350605,0x38078f73de3e,6, /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/filter.js:1:1,0x38078f73dd70,~
code-creation,Eval,12,350624,0x38078f73df56,11, /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/filter.js:1:1,0x38078f73dda8,~
code-creation,LazyCompile,12,350672,0x38078f73e1a6,40,module.exports /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/filter.js:2:26,0x38078f73de70,~
code-creation,Eval,12,350852,0x38078f73e636,6, /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/each.js:1:1,0x38078f73e568,~
code-creation,Eval,12,350877,0x38078f73e75e,11, /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/each.js:1:1,0x38078f73e5a0,~
code-creation,LazyCompile,12,350938,0x38078f73eb06,78,module.exports /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/each.js:2:26,0x38078f73e668,~
tick,0x7f6baa1c0dae,351087,1,0xa0c5e0,6,0xbe4cc0,0x8b264d4d63b,0x8b264d4cf07,0x8b264d4be0c,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3954e45f8a68,0x3954e45f4940,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3954e45e58cf,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4fa6eb,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4f7c3a,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4f5c0b,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4efd9e,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4eb99e,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03df17,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03c503,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03b0e3,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x8b264d513a5,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d45cad,0x7e5063df644
code-creation,Eval,12,351173,0x38078f73f006,6, /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/any.js:1:1,0x38078f73ef38,~
code-creation,Eval,12,351203,0x38078f73f11e,11, /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/any.js:1:1,0x38078f73ef70,~
code-creation,LazyCompile,12,351246,0x38078f73f3c6,42,module.exports /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/any.js:2:26,0x38078f73f038,~
code-creation,LazyCompile,12,351308,0x38078f73f656,44,fillTypes /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/promise.js:755:23,0x3954e45f6528,~
code-creation,LazyCompile,12,351348,0x38078f73f7ee,81,Promise /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/promise.js:70:17,0x3954e45f6438,~
code-creation,LazyCompile,12,351470,0x3b4f77f81016,113,Promise._resolveFromExecutor /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/promise.js:477:51,0x3954e45f73d8,~
code-creation,LazyCompile,12,351492,0x3b4f77f811be,3,Promise._promiseCreated /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/context.js:6:45,0x38078f70ba98,~
code-creation,LazyCompile,12,351510,0x3b4f77f8127e,3,defaultFireEvent /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/debuggability.js:298:26,0x38078f70e820,~
code-creation,LazyCompile,12,351605,0x3b4f77f817a6,249,setBounds /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/debuggability.js:675:19,0x38078f70f048,~
code-creation,LazyCompile,12,351628,0x3b4f77f81a1e,6,longStackTracesIsSupported /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/debuggability.js:659:36,0x38078f70efa8,~
code-creation,LazyCompile,12,351805,0x3b4f77f81c46,65,parseLineInfo /home/yasmine/workspace/co-lab/backend/node_modules/bluebird/js/release/debuggability.js:665:23,0x38078f70eff8,~
code-creation,RegExp,4,351887,0x2052314c9160,1748,[\\/<\\(]([^:\\/]+):(\\d+):(?:\\d+)\\)?\\s*$
code-creation,LazyCompile,12,351972,0x3b4f77f830ee,63,store.set /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/lib/promise_provider.js:36:21,0x6bbb4fa5a8,~
code-creation,LazyCompile,12,352043,0x3b4f77f83226,33,ok assert.js:391:12,0x6bbb4fb8e8,~
code-creation,LazyCompile,12,352093,0x3b4f77f8342e,106,innerOk assert.js:363:17,0x6bbb4fb898,~
tick,0x141b159,352145,0,0x0,0,0x8b264d46431,0x8b264d46043,0x8b264d49942,0x8b264d491f2,0x8b264d51fbc,0x8b264d51de9,0x6bbb4f7c48,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4f5c0b,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4efd9e,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4eb99e,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03df17,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03c503,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03b0e3,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x8b264d513a5,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d45cad,0x7e5063df644
code-creation,Eval,12,352574,0x3b4f77f83f5e,6, /home/yasmine/workspace/co-lab/backend/node_modules/mpath/index.js:1:1,0x3b4f77f83e90,~
code-creation,Eval,12,352597,0x3b4f77f83ff6,17, /home/yasmine/workspace/co-lab/backend/node_modules/mpath/index.js:1:1,0x3b4f77f83ec8,~
code-creation,Eval,12,353038,0x3b4f77f8444e,6, /home/yasmine/workspace/co-lab/backend/node_modules/mpath/lib/index.js:1:1,0x3b4f77f84380,~
code-creation,Eval,12,353067,0x3b4f77f84756,78, /home/yasmine/workspace/co-lab/backend/node_modules/mpath/lib/index.js:1:1,0x3b4f77f843b8,~
tick,0xe0bf41,353216,0,0x0,0,0xc283f0,0x8b264d4c3dc,0x8b264d529eb,0x8b264d52687,0x8b264d46809,0x8b264d46123,0x8b264d49942,0x8b264d491f2,0x8b264d51fbc,0x8b264d51de9,0x6bbb4f7c80,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4f5c0b,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4efd9e,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4eb99e,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03df17,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03c503,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03b0e3,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x8b264d513a5,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d45cad,0x7e5063df644
code-creation,Eval,12,353510,0x3b4f77f84fde,6, /home/yasmine/workspace/co-lab/backend/node_modules/ms/index.js:1:1,0x3b4f77f84f10,~
code-creation,Eval,12,353540,0x3b4f77f85246,85, /home/yasmine/workspace/co-lab/backend/node_modules/ms/index.js:1:1,0x3b4f77f84f48,~
code-creation,Eval,12,353878,0x3b4f77f859f6,6, /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/node_modules/safe-buffer/index.js:1:1,0x3b4f77f85928,~
code-creation,Eval,12,353919,0x3b4f77f85cce,144, /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/node_modules/safe-buffer/index.js:1:1,0x3b4f77f85960,~
code-creation,LazyCompile,12,353984,0x3b4f77f85f96,50,copyProps /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/node_modules/safe-buffer/index.js:6:20,0x3b4f77f85a28,~
tick,0x7f6baa1c0384,354282,1,0xa11f90,6,0xbe4cc0,0x8b264d4ec94,0x8b264d4ea18,0x8b264d4cf7e,0x8b264d4be0c,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4f5c32,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4efd9e,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4eb99e,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03df17,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03c503,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03b0e3,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x8b264d513a5,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d45cad,0x7e5063df644
code-creation,Eval,12,354335,0x3b4f77f86d56,6, /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/lib/options/propertyOptions.js:1:1,0x3b4f77f86c88,~
code-creation,Eval,12,354358,0x3b4f77f86e5e,34, /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/lib/options/propertyOptions.js:1:1,0x3b4f77f86cc0,~
code-creation,Eval,12,354616,0x3b4f77f87356,6, /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/lib/schema/operators/exists.js:1:1,0x3b4f77f87288,~
code-creation,Eval,12,354647,0x3b4f77f8744e,29, /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/lib/schema/operators/exists.js:1:1,0x3b4f77f872c0,~
code-creation,Eval,12,354878,0x3b4f77f8791e,6, /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/lib/cast/boolean.js:1:1,0x3b4f77f87850,~
code-creation,Eval,12,354918,0x3b4f77f87a6e,101, /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/lib/cast/boolean.js:1:1,0x3b4f77f87888,~
code-creation,Eval,12,355166,0x3b4f77f87fd6,6, /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/lib/schema/operators/type.js:1:1,0x3b4f77f87f08,~
code-creation,Eval,12,355185,0x3b4f77f880be,11, /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/lib/schema/operators/type.js:1:1,0x3b4f77f87f40,~
tick,0x1416cb7,355352,0,0x0,0,0x8b264d4d34e,0x8b264d4d248,0x8b264d4777f,0x8b264d47641,0x8b264d4ced3,0x8b264d4be0c,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4efdc6,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4eb99e,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03df17,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03c503,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03b0e3,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x8b264d513a5,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d45cad,0x7e5063df644
code-creation,Eval,12,355465,0x3b4f77f885de,6, /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/lib/helpers/schematype/handleImmutable.js:1:1,0x3b4f77f88510,~
code-creation,Eval,12,355496,0x3b4f77f88756,35, /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/lib/helpers/schematype/handleImmutable.js:1:1,0x3b4f77f88548,~
code-creation,Eval,12,355898,0x3b4f77f89546,6, /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/lib/options/VirtualOptions.js:1:1,0x3b4f77f89478,~
code-creation,Eval,12,355934,0x3b4f77f896ae,280, /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/lib/options/VirtualOptions.js:1:1,0x3b4f77f894b0,~
code-creation,Eval,12,356217,0x3b4f77f89be6,6, /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/lib/virtualtype.js:1:1,0x3b4f77f89b18,~
code-creation,Eval,12,356258,0x3b4f77f89f46,128, /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/lib/virtualtype.js:1:1,0x3b4f77f89b50,~
tick,0x142b160,356410,0,0x0,0,0x8b264d4777f,0x8b264d47641,0x8b264d4ced3,0x8b264d4be0c,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x6bbb4eb9c6,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03df17,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03c503,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x3cddcd03b0e3,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d51fbc,0x8b264d51de9,0x8b264d513a5,0x8b264d4fffc,0x8b264d4be1a,0x8b264d4aff6,0x8b264d492e8,0x8b264d45cad,0x7e5063df644
code-creation,Eval,12,356473,0x3b4f77f8a61e,6, /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/lib/helpers/schema/addAutoId.js:1:1,0x3b4f77f8a550,~
code-creation,Eval,12,356490,0x3b4f77f8a706,11, /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/lib/helpers/schema/addAutoId.js:1:1,0x3b4f77f8a588,~
code-creation,Eval,12,356826,0x3b4f77f8ad7e,6, /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/lib/helpers/update/applyTimestampsToChildren.js:1:1,0x3b4f77f8acb0,~
code-creation,Eval,12,356859,0x3b4f77f8af66,58, /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/lib/helpers/update/applyTimestampsToChildren.js:1:1,0x3b4f77f8ace8,~
code-creation,Eval,12,357045,0x3b4f77f8b3be,6, /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/lib/helpers/schema/cleanPositionalOperators.js:1:1,0x3b4f77f8b2f0,~
code-creation,Eval,12,357064,0x3b4f77f8b4a6,11, /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/lib/helpers/schema/cleanPositionalOperators.js:1:1,0x3b4f77f8b328,~
code-creation,Eval,12,357281,0x3b4f77f928e6,6, /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/lib/helpers/schema/handleTimestampOption.js:1:1,0x3b4f77f92818,~
code-creation,Eval,12,357303,0x3b4f77f929ce,15, /home/yasmine/workspace/co-lab/backend/node_modules/mongoose/lib/helpers/schema/handleTimestampOption.js:1:1,0x3b4f77f92850,~
